DB 0 MOTIF	1
-244.5	0
-243.5	1
-242.5	0
-241.5	0
-240.5	0
-239.5	1
-238.5	2
-237.5	1
-236.5	2
-235.5	0
-234.5	0
-233.5	0
-232.5	1
-231.5	1
-230.5	0
-229.5	0
-228.5	0
-227.5	0
-226.5	1
-225.5	2
-224.5	1
-223.5	0
-222.5	1
-221.5	0
-220.5	2
-219.5	0
-218.5	1
-217.5	1
-216.5	1
-215.5	1
-214.5	1
-213.5	0
-212.5	0
-211.5	0
-210.5	2
-209.5	0
-208.5	0
-207.5	0
-206.5	1
-205.5	1
-204.5	0
-203.5	1
-202.5	2
-201.5	0
-200.5	0
-199.5	0
-198.5	0
-197.5	1
-196.5	1
-195.5	1
-194.5	1
-193.5	0
-192.5	3
-191.5	1.5
-190.5	0
-189.5	1
-188.5	0
-187.5	1
-186.5	0
-185.5	0
-184.5	0
-183.5	0
-182.5	0.5
-181.5	1
-180.5	0
-179.5	0
-178.5	1
-177.5	2
-176.5	1
-175.5	2
-174.5	0
-173.5	2
-172.5	1
-171.5	0
-170.5	1
-169.5	2
-168.5	2
-167.5	1
-166.5	0
-165.5	0
-164.5	2
-163.5	2
-162.5	0
-161.5	0
-160.5	0
-159.5	1
-158.5	2
-157.5	0
-156.5	0
-155.5	0
-154.5	0
-153.5	0
-152.5	1
-151.5	1
-150.5	0
-149.5	2
-148.5	1
-147.5	0
-146.5	1
-145.5	0
-144.5	1
-143.5	0
-142.5	0.25
-141.5	1
-140.5	2
-139.5	0
-138.5	0
-137.5	1
-136.5	0
-135.5	2
-134.5	2
-133.5	3
-132.5	0
-131.5	0
-130.5	0
-129.5	1
-128.5	0
-127.5	1
-126.5	1
-125.5	0
-124.5	2
-123.5	2
-122.5	1
-121.5	1
-120.5	2
-119.5	0
-118.5	1
-117.5	0
-116.5	2
-115.5	2
-114.5	1
-113.5	1
-112.5	0
-111.5	0
-110.5	4
-109.5	0
-108.5	0
-107.5	3
-106.5	0
-105.5	1
-104.5	3
-103.5	1
-102.5	0
-101.5	1
-100.5	0.25
 -99.5	1.16667
 -98.5	0
 -97.5	3
 -96.5	0
 -95.5	2
 -94.5	1
 -93.5	1
 -92.5	0
 -91.5	2
 -90.5	1
 -89.5	0
 -88.5	1
 -87.5	3
 -86.5	3
 -85.5	0
 -84.5	1
 -83.5	1
 -82.5	1
 -81.5	2
 -80.5	1
 -79.5	3.41667
 -78.5	2
 -77.5	1
 -76.5	1
 -75.5	0
 -74.5	0
 -73.5	3
 -72.5	1
 -71.5	4
 -70.5	1
 -69.5	2
 -68.5	1
 -67.5	2
 -66.5	1
 -65.5	0
 -64.5	0
 -63.5	3
 -62.5	0
 -61.5	4
 -60.5	1.5
 -59.5	0
 -58.5	1
 -57.5	1
 -56.5	1
 -55.5	2
 -54.5	3.25
 -53.5	2
 -52.5	1
 -51.5	3
 -50.5	2
 -49.5	1
 -48.5	3
 -47.5	2
 -46.5	1
 -45.5	3
 -44.5	1
 -43.5	4
 -42.5	1.5
 -41.5	1.25
 -40.5	0
 -39.5	1
 -38.5	3.16667
 -37.5	4.25
 -36.5	2
 -35.5	3
 -34.5	5
 -33.5	4
 -32.5	2
 -31.5	3
 -30.5	1
 -29.5	3
 -28.5	1.25
 -27.5	4
 -26.5	5
 -25.5	4
 -24.5	5
 -23.5	2
 -22.5	7
 -21.5	4
 -20.5	4
 -19.5	3
 -18.5	5
 -17.5	6
 -16.5	4
 -15.5	2.25
 -14.5	6
 -13.5	4.5
 -12.5	5
 -11.5	3
 -10.5	4
  -9.5	7
  -8.5	3
  -7.5	9
  -6.5	6
  -5.5	1
  -4.5	2
  -3.5	10
  -2.5	2
  -1.5	9
  -0.5	4
   0.5	4
   1.5	4
   2.5	10
   3.5	3
   4.5	6
   5.5	4
   6.5	4
   7.5	2
   8.5	7
   9.5	3
  10.5	2
  11.5	3
  12.5	2
  13.5	7
  14.5	5.5
  15.5	4
  16.5	4
  17.5	5
  18.5	5
  19.5	2
  20.5	6
  21.5	3.16667
  22.5	2
  23.5	4
  24.5	6
  25.5	2
  26.5	3
  27.5	6.5
  28.5	4
  29.5	3
  30.5	3
  31.5	6
  32.5	4
  33.5	2.5
  34.5	4
  35.5	4.5
  36.5	2
  37.5	1
  38.5	3
  39.5	3
  40.5	2
  41.5	2.16667
  42.5	3
  43.5	4
  44.5	0
  45.5	5
  46.5	3
  47.5	3
  48.5	5
  49.5	2
  50.5	1
  51.5	4
  52.5	0
  53.5	3
  54.5	2
  55.5	2
  56.5	0
  57.5	3
  58.5	1
  59.5	0.166667
  60.5	3
  61.5	1
  62.5	3
  63.5	1
  64.5	2
  65.5	0.5
  66.5	0
  67.5	2
  68.5	1
  69.5	3
  70.5	0
  71.5	1
  72.5	1
  73.5	2.5
  74.5	1
  75.5	1
  76.5	1
  77.5	0
  78.5	2
  79.5	1
  80.5	1
  81.5	3
  82.5	0
  83.5	2
  84.5	1
  85.5	0
  86.5	0
  87.5	3.5
  88.5	0
  89.5	1
  90.5	3
  91.5	3
  92.5	2
  93.5	1
  94.5	0
  95.5	2
  96.5	0
  97.5	1
  98.5	1
  99.5	1
 100.5	0
 101.5	1
 102.5	3
 103.5	0
 104.5	1
 105.5	0
 106.5	1
 107.5	3
 108.5	4
 109.5	1
 110.5	1
 111.5	1
 112.5	2
 113.5	1
 114.5	0
 115.5	0
 116.5	1
 117.5	1
 118.5	0
 119.5	1
 120.5	0
 121.5	0.5
 122.5	0
 123.5	1
 124.5	0
 125.5	0
 126.5	4
 127.5	1
 128.5	1
 129.5	0
 130.5	1
 131.5	2
 132.5	0
 133.5	1
 134.5	1
 135.5	3
 136.5	1
 137.5	1
 138.5	1
 139.5	0
 140.5	0
 141.5	0
 142.5	0
 143.5	0
 144.5	0
 145.5	1
 146.5	1
 147.5	0
 148.5	1
 149.5	0
 150.5	0
 151.5	0
 152.5	1
 153.5	0
 154.5	0
 155.5	1
 156.5	0
 157.5	0
 158.5	1
 159.5	0
 160.5	4
 161.5	0
 162.5	1
 163.5	1
 164.5	1
 165.5	0
 166.5	0
 167.5	0
 168.5	0
 169.5	2
 170.5	1
 171.5	0
 172.5	0
 173.5	0
 174.5	0
 175.5	1
 176.5	0
 177.5	0
 178.5	0
 179.5	0
 180.5	0
 181.5	2
 182.5	0
 183.5	1
 184.5	0
 185.5	0
 186.5	0
 187.5	0
 188.5	3
 189.5	0
 190.5	0
 191.5	1
 192.5	0
 193.5	0
 194.5	0
 195.5	1
 196.5	0
 197.5	0
 198.5	2
 199.5	1
 200.5	0
 201.5	0
 202.5	0
 203.5	1
 204.5	0.5
 205.5	0
 206.5	1
 207.5	1
 208.5	0
 209.5	0
 210.5	0
 211.5	2
 212.5	0
 213.5	0
 214.5	0
 215.5	1
 216.5	0
 217.5	0
 218.5	0
 219.5	1
 220.5	2
 221.5	0
 222.5	0
 223.5	1
 224.5	0
 225.5	0
 226.5	1
 227.5	0
 228.5	0
 229.5	1
 230.5	0
 231.5	0
 232.5	1
 233.5	1
 234.5	2
 235.5	1
 236.5	2
 237.5	0
 238.5	0
 239.5	1
 240.5	0
 241.5	0
 242.5	2
 243.5	2
 244.5	0
DB 0 MOTIF	2
-246.0	0
-245.0	1
-244.0	1
-243.0	0
-242.0	0
-241.0	0
-240.0	0
-239.0	0
-238.0	0
-237.0	0
-236.0	0
-235.0	0
-234.0	0
-233.0	0
-232.0	0
-231.0	1
-230.0	1
-229.0	0
-228.0	1
-227.0	0
-226.0	0
-225.0	1
-224.0	0
-223.0	0
-222.0	1
-221.0	1
-220.0	1
-219.0	1
-218.0	0
-217.0	1
-216.0	1
-215.0	0
-214.0	0
-213.0	1
-212.0	1
-211.0	0
-210.0	0
-209.0	0
-208.0	0
-207.0	1
-206.0	0
-205.0	1
-204.0	0
-203.0	1
-202.0	0
-201.0	1
-200.0	1
-199.0	1
-198.0	0
-197.0	0
-196.0	0
-195.0	1
-194.0	0
-193.0	0
-192.0	0
-191.0	0
-190.0	0
-189.0	0
-188.0	0
-187.0	0
-186.0	0
-185.0	0
-184.0	0
-183.0	0.5
-182.0	3
-181.0	0
-180.0	0
-179.0	1
-178.0	0
-177.0	1
-176.0	1
-175.0	2
-174.0	0
-173.0	0
-172.0	1
-171.0	0
-170.0	0
-169.0	1
-168.0	1
-167.0	1
-166.0	2
-165.0	0
-164.0	0
-163.0	0
-162.0	0
-161.0	0
-160.0	2
-159.0	0
-158.0	0
-157.0	0
-156.0	1
-155.0	1
-154.0	0
-153.0	0
-152.0	1
-151.0	0
-150.0	0
-149.0	0
-148.0	1
-147.0	1
-146.0	0
-145.0	0
-144.0	1
-143.0	0
-142.0	1
-141.0	0
-140.0	0
-139.0	0
-138.0	0
-137.0	0
-136.0	0
-135.0	1
-134.0	0
-133.0	0
-132.0	0
-131.0	1
-130.0	0
-129.0	0
-128.0	2
-127.0	2
-126.0	1
-125.0	0
-124.0	1
-123.0	1
-122.0	0
-121.0	1
-120.0	1
-119.0	0
-118.0	1
-117.0	0
-116.0	1
-115.0	0
-114.0	0
-113.0	1
-112.0	0
-111.0	0
-110.0	3
-109.0	2
-108.0	0
-107.0	0
-106.0	0
-105.0	1
-104.0	2
-103.0	0
-102.0	0
-101.0	0
-100.0	0
 -99.0	0
 -98.0	1
 -97.0	1
 -96.0	0
 -95.0	1
 -94.0	0
 -93.0	1
 -92.0	0
 -91.0	1
 -90.0	0
 -89.0	0
 -88.0	1
 -87.0	2
 -86.0	1
 -85.0	1
 -84.0	1
 -83.0	4
 -82.0	1
 -81.0	0
 -80.0	4
 -79.0	0
 -78.0	0.5
 -77.0	1
 -76.0	3
 -75.0	1
 -74.0	0
 -73.0	3
 -72.0	1
 -71.0	1
 -70.0	0.5
 -69.0	2
 -68.0	3
 -67.0	2
 -66.0	0
 -65.0	1
 -64.0	2
 -63.0	4
 -62.0	1
 -61.0	0
 -60.0	1
 -59.0	3
 -58.0	1
 -57.0	4
 -56.0	1
 -55.0	0
 -54.0	1
 -53.0	0
 -52.0	3
 -51.0	2
 -50.0	2
 -49.0	3
 -48.0	4
 -47.0	2
 -46.0	4
 -45.0	0
 -44.0	0
 -43.0	0
 -42.0	1
 -41.0	4
 -40.0	1
 -39.0	0
 -38.0	1
 -37.0	5
 -36.0	2
 -35.0	3
 -34.0	3
 -33.0	0
 -32.0	3
 -31.0	5
 -30.0	1
 -29.0	3
 -28.0	2
 -27.0	3
 -26.0	1
 -25.0	0.5
 -24.0	1
 -23.0	4
 -22.0	2
 -21.0	2
 -20.0	3
 -19.0	2
 -18.0	3
 -17.0	0
 -16.0	5
 -15.0	5
 -14.0	1.5
 -13.0	1
 -12.0	1
 -11.0	2
 -10.0	4.5
  -9.0	5
  -8.0	3
  -7.0	0.5
  -6.0	2
  -5.0	3
  -4.0	2
  -3.0	4
  -2.0	4
  -1.0	4
   0.0	2
   1.0	1
   2.0	3
   3.0	4
   4.0	1
   5.0	3
   6.0	4
   7.0	2
   8.0	0
   9.0	2
  10.0	4
  11.0	5
  12.0	2
  13.0	0
  14.0	4
  15.0	1.5
  16.0	0
  17.0	1
  18.0	1
  19.0	3
  20.0	1
  21.0	4
  22.0	5
  23.0	3
  24.0	2
  25.0	1
  26.0	0
  27.0	3
  28.0	4
  29.0	0
  30.0	2
  31.0	4
  32.0	2
  33.0	2
  34.0	6
  35.0	0
  36.0	2
  37.0	0
  38.0	1
  39.0	5
  40.0	2
  41.0	0
  42.0	0.5
  43.0	4
  44.0	2
  45.0	3
  46.0	1
  47.0	1
  48.0	3
  49.0	2
  50.0	3
  51.0	1
  52.0	2
  53.0	6
  54.0	1
  55.0	3
  56.0	2.5
  57.0	0
  58.0	0.5
  59.0	1
  60.0	3.5
  61.0	2
  62.0	1
  63.0	1
  64.0	1
  65.0	0
  66.0	1
  67.0	1
  68.0	2
  69.0	2
  70.0	1.5
  71.0	3
  72.0	1
  73.0	2
  74.0	1
  75.0	0
  76.0	0
  77.0	1
  78.0	0
  79.0	0
  80.0	1
  81.0	2
  82.0	0
  83.0	0
  84.0	0
  85.0	1
  86.0	4
  87.0	1.5
  88.0	1
  89.0	2
  90.0	0
  91.0	4
  92.0	1.5
  93.0	0
  94.0	0
  95.0	0
  96.0	4
  97.0	2
  98.0	0
  99.0	0
 100.0	1
 101.0	0
 102.0	0
 103.0	1
 104.0	0
 105.0	0
 106.0	0
 107.0	0
 108.0	1
 109.0	1
 110.0	0
 111.0	0
 112.0	2
 113.0	2
 114.0	0
 115.0	1
 116.0	0
 117.0	0
 118.0	1
 119.0	0
 120.0	1
 121.0	0
 122.0	0
 123.0	1
 124.0	1
 125.0	0
 126.0	2
 127.0	1
 128.0	3
 129.0	1
 130.0	1
 131.0	1
 132.0	0
 133.0	2
 134.0	0
 135.0	0
 136.0	0
 137.0	0
 138.0	1
 139.0	1
 140.0	1
 141.0	1
 142.0	1
 143.0	2
 144.0	0
 145.0	0
 146.0	1
 147.0	1
 148.0	2
 149.0	1
 150.0	2
 151.0	0
 152.0	0
 153.0	2
 154.0	0
 155.0	1
 156.0	1
 157.0	0
 158.0	0
 159.0	0
 160.0	0
 161.0	0
 162.0	0
 163.0	0
 164.0	0
 165.0	0
 166.0	0.5
 167.0	2
 168.0	0
 169.0	0.5
 170.0	0
 171.0	0
 172.0	0
 173.0	0
 174.0	0
 175.0	0.5
 176.0	1
 177.0	0
 178.0	1
 179.0	1
 180.0	0
 181.0	0
 182.0	1
 183.0	1
 184.0	0
 185.0	1
 186.0	0
 187.0	1
 188.0	1
 189.0	2
 190.0	0
 191.0	1
 192.0	0
 193.0	0
 194.0	0
 195.0	0
 196.0	0
 197.0	2
 198.0	0
 199.0	0
 200.0	0
 201.0	1.5
 202.0	0
 203.0	0.5
 204.0	0
 205.0	1
 206.0	2
 207.0	0
 208.0	1
 209.0	0
 210.0	0
 211.0	0
 212.0	1
 213.0	1
 214.0	1
 215.0	2
 216.0	0
 217.0	0
 218.0	1
 219.0	0
 220.0	0
 221.0	0
 222.0	0
 223.0	1
 224.0	0
 225.0	1
 226.0	0
 227.0	0
 228.0	0
 229.0	1
 230.0	0
 231.0	0
 232.0	0
 233.0	1
 234.0	0
 235.0	1
 236.0	0
 237.0	2
 238.0	0
 239.0	0
 240.0	0
 241.0	1
 242.0	0
 243.0	0
 244.0	0
 245.0	1
 246.0	1
DB 0 MOTIF	3
-242.5	1
-241.5	1
-240.5	1
-239.5	0
-238.5	0
-237.5	1
-236.5	1
-235.5	1
-234.5	0
-233.5	0
-232.5	1
-231.5	2
-230.5	0
-229.5	2
-228.5	1
-227.5	1
-226.5	2
-225.5	0
-224.5	0
-223.5	2
-222.5	1
-221.5	0
-220.5	1
-219.5	1
-218.5	1
-217.5	2
-216.5	2
-215.5	0
-214.5	3
-213.5	0
-212.5	1
-211.5	0
-210.5	0
-209.5	2
-208.5	1
-207.5	2
-206.5	1
-205.5	0
-204.5	1
-203.5	0
-202.5	2
-201.5	2
-200.5	0
-199.5	0
-198.5	1
-197.5	0
-196.5	0
-195.5	1
-194.5	0
-193.5	2
-192.5	1
-191.5	1
-190.5	0
-189.5	1
-188.5	1
-187.5	1
-186.5	0
-185.5	4
-184.5	1
-183.5	0
-182.5	2
-181.5	0
-180.5	1
-179.5	0
-178.5	1.5
-177.5	0.5
-176.5	2
-175.5	1
-174.5	1
-173.5	1
-172.5	1
-171.5	2
-170.5	1
-169.5	0
-168.5	4
-167.5	2
-166.5	0
-165.5	0
-164.5	0
-163.5	4
-162.5	1
-161.5	4
-160.5	0
-159.5	2
-158.5	2
-157.5	2
-156.5	1
-155.5	1
-154.5	1
-153.5	0
-152.5	0
-151.5	1
-150.5	2
-149.5	0
-148.5	1
-147.5	1
-146.5	0
-145.5	2
-144.5	0
-143.5	0
-142.5	1
-141.5	1
-140.5	0
-139.5	0
-138.5	1
-137.5	0
-136.5	0
-135.5	0
-134.5	0
-133.5	2
-132.5	2
-131.5	0
-130.5	0
-129.5	1
-128.5	0
-127.5	0
-126.5	0
-125.5	0
-124.5	1
-123.5	0
-122.5	2
-121.5	2
-120.5	3
-119.5	0
-118.5	1
-117.5	1
-116.5	3
-115.5	0
-114.5	1
-113.5	0
-112.5	0
-111.5	2
-110.5	1
-109.5	2
-108.5	1
-107.5	1
-106.5	0
-105.5	3
-104.5	3
-103.5	0
-102.5	3
-101.5	3
-100.5	0
 -99.5	3
 -98.5	0
 -97.5	3
 -96.5	0
 -95.5	2
 -94.5	2
 -93.5	1
 -92.5	1
 -91.5	3
 -90.5	2
 -89.5	0
 -88.5	2
 -87.5	0
 -86.5	3
 -85.5	1
 -84.5	0
 -83.5	1
 -82.5	0
 -81.5	0
 -80.5	2
 -79.5	1
 -78.5	0
 -77.5	3
 -76.5	1
 -75.5	1
 -74.5	1
 -73.5	1
 -72.5	0
 -71.5	0
 -70.5	1
 -69.5	0
 -68.5	0
 -67.5	2
 -66.5	0
 -65.5	0
 -64.5	1
 -63.5	0
 -62.5	2
 -61.5	4
 -60.5	0
 -59.5	1
 -58.5	1
 -57.5	0
 -56.5	2
 -55.5	0
 -54.5	3
 -53.5	0
 -52.5	2
 -51.5	1
 -50.5	0
 -49.5	1
 -48.5	0
 -47.5	1
 -46.5	1
 -45.5	0
 -44.5	0
 -43.5	0
 -42.5	1
 -41.5	2
 -40.5	1
 -39.5	1
 -38.5	2
 -37.5	3
 -36.5	0
 -35.5	1
 -34.5	3
 -33.5	1
 -32.5	3
 -31.5	0
 -30.5	0
 -29.5	1
 -28.5	1
 -27.5	1
 -26.5	3
 -25.5	0
 -24.5	1
 -23.5	1
 -22.5	0
 -21.5	2
 -20.5	1
 -19.5	2
 -18.5	0
 -17.5	0
 -16.5	2
 -15.5	2
 -14.5	2
 -13.5	4
 -12.5	1
 -11.5	2
 -10.5	1
  -9.5	2
  -8.5	2
  -7.5	3
  -6.5	2
  -5.5	2
  -4.5	0
  -3.5	1
  -2.5	3
  -1.5	2
  -0.5	1
   0.5	0
   1.5	3
   2.5	2
   3.5	0
   4.5	2
   5.5	2
   6.5	1
   7.5	2
   8.5	2
   9.5	1
  10.5	3
  11.5	2.5
  12.5	1
  13.5	6
  14.5	1
  15.5	0.5
  16.5	2
  17.5	1
  18.5	0
  19.5	1
  20.5	3
  21.5	1
  22.5	1
  23.5	0
  24.5	0
  25.5	2
  26.5	0
  27.5	1
  28.5	0
  29.5	0
  30.5	0
  31.5	4
  32.5	3
  33.5	3
  34.5	1
  35.5	2
  36.5	1
  37.5	0
  38.5	2
  39.5	1
  40.5	3
  41.5	3
  42.5	1
  43.5	1
  44.5	0
  45.5	0
  46.5	2
  47.5	0
  48.5	0
  49.5	1
  50.5	1
  51.5	0
  52.5	2
  53.5	1
  54.5	1
  55.5	2
  56.5	0
  57.5	0
  58.5	1
  59.5	1
  60.5	0
  61.5	2
  62.5	1
  63.5	0
  64.5	2
  65.5	0
  66.5	1.33333
  67.5	2
  68.5	2
  69.5	2
  70.5	0
  71.5	1
  72.5	1
  73.5	1
  74.5	3
  75.5	0
  76.5	0
